"PID","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","MS Zoning","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Foundation","Heating","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Kitchen AbvGr","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Fence","MS SubClass","Sale Type","Sale Condition","SalePrice","Full Bath","Half Bath","Bedroom","Gr Liv Area","Mo Sold","Yr Sold","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Pool Area","Pool QC","Bsmt Qual","Bsmt Exposure","Bsmt Cond","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Bsmt Full Bath","Bsmt Half Bath","Misc Feature","Misc Val","Exter Cond","Exter Qual","Kitchen Qual","Heating QC"
"908228040","60","9738","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","5","7","1924","1950","A (agr)","Gable","CompShg","AsbShng","AsbShng","None","0","BrkTil","GasA","true","SBrkr","949","272","0","1","7","Typ","0","NA","Y","0","0","236","0","0","NA","50","WD ","Normal","104900","1","0","4","1221","3","2006","Attchd","1965","Unf","1","392","TA","TA","0","NA","TA","No","TA","BLQ","392","Unf","0","392","784","1","false","NA","0","2-","3-","3-","2-"
"906426060","0","159000","Pave","NA","Moderately Irregular","Low","AllPub","CulDSac","Sev","Clear Creek","Norm","Normal","1Fam","1.5Fin","6","7","1958","2006","A (agr)","Gable","CompShg","Wd Sdng","HdBoard","BrkCmn","472","CBlock","GasA","true","SBrkr","1444","700","0","1","7","Typ","2","TA","Y","0","98","0","0","0","NA","50","WD ","Normal","277000","2","0","4","2144","6","2007","Attchd","1958","Fin","2","389","TA","TA","0","NA","Gd","Gd","TA","Rec","697","Unf","0","747","1444","0","true","Shed","500","3-","2-","2-","2-"
"535353190","78","17503","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Adjacent to arterial street","Normal","1Fam","1.5Fin","6","5","1948","1950","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","912","546","0","1","6","Typ","1","Gd","Y","192","0","0","0","0","NA","50","WD ","Abnorml","97500","1","0","3","1458","1","2010","Attchd","1948","Unf","1","330","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","912","912","0","true","NA","0","3-","3-","3-","3-"
"909256010","84","10164","Pave","NA","Regular","Bnk","AllPub","Inside","Gtl","South & West of Iowa State University","Norm","Normal","1Fam","1.5Fin","5","5","1939","1950","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","992","473","0","1","6","Typ","2","TA","Y","0","126","0","0","0","NA","50","WD ","Normal","131000","2","0","3","1465","7","2006","Detchd","1939","Unf","1","240","TA","TA","0","NA","TA","Av","Fa","LwQ","646","Unf","0","346","992","0","false","NA","0","3-","3-","3-","4-"
"534431050","68","9724","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1.5Fin","5","7","1952","2002","A (agr)","Gable","CompShg","MetalSd","MetalSd","BrkFace","265","CBlock","GasA","true","SBrkr","1929","532","0","1","7","Min2","2","Gd","Y","0","0","0","0","0","GdWo","50","WD ","Normal","197600","2","0","3","2461","3","2010","Detchd","1994","Unf","2","400","TA","TA","0","NA","TA","No","TA","LwQ","670","Unf","0","470","1140","0","false","NA","0","3-","2-","3-","2-"
"905226080","70","6960","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Normal","1Fam","1.5Fin","7","8","1940","1998","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasA","true","FuseA","798","504","0","1","6","Typ","2","Gd","Y","0","0","0","0","126","MnPrv","50","WD ","Normal","165250","1","1","2","1302","7","2007","Attchd","1940","Unf","1","224","TA","TA","0","NA","TA","No","TA","ALQ","258","Unf","0","422","680","0","false","NA","0","3-","3-","2-","1-"
"914465040","48","12822","Pave","NA","Slightly irregular","Lvl","AllPub","CulDSac","Gtl","Mitchell","Norm","Normal","1Fam","1.5Fin","7","5","2003","2003","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1518","631","0","1","6","Typ","1","Ex","Y","168","43","0","0","198","NA","50","WD ","Abnorml","239686","1","1","1","2149","8","2009","Attchd","2003","RFn","2","670","TA","TA","0","NA","Ex","No","TA","GLQ","1351","Unf","0","83","1434","1","false","NA","0","3-","2-","2-","1-"
"903425270","60","8550","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Brookside","RRAn","Normal","1Fam","1.5Fin","5","5","1926","1950","A (agr)","Gable","CompShg","HdBoard","HdBoard","None","0","PConc","GasA","true","SBrkr","960","356","0","1","7","Typ","0","NA","Y","0","0","0","0","0","NA","50","ConLw","Family","90000","1","0","4","1316","10","2007","Detchd","1965","Unf","2","576","TA","TA","0","NA","Fa","No","TA","Unf","0","Unf","0","750","750","0","false","NA","0","3-","3-","3-","3-"
"905452150","75","9525","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","6","5","1953","1953","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","1068","541","0","1","7","Typ","0","NA","Y","0","0","0","0","0","NA","50","WD ","Normal","149900","1","1","5","1609","7","2006","Attchd","1953","Unf","1","305","Fa","TA","0","NA","TA","No","TA","LwQ","468","Unf","0","532","1000","0","false","NA","0","3-","3-","3-","3-"
"535450210","60","8064","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Adjacent to arterial street","Normal","1Fam","1.5Fin","6","8","1948","2004","A (agr)","Gable","CompShg","WdShing","Wd Shng","None","0","CBlock","GasA","true","SBrkr","816","408","0","1","5","Typ","0","NA","Y","414","0","0","0","0","GdWo","50","WD ","Normal","132000","1","0","3","1224","5","2010","Detchd","1950","Unf","1","280","TA","TA","0","NA","TA","No","TA","ALQ","481","Rec","174","161","816","1","false","NA","0","3-","3-","3-","3-"
"908227030","62","8707","Pave","NA","Regular","Lvl","AllPub","FR2","Gtl","Edwards","Adjacent to feeder street","Normal","1Fam","1.5Fin","4","5","1924","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasA","false","FuseF","1093","576","0","1","9","Min2","0","NA","Y","0","0","56","0","0","NA","50","WD ","AdjLand","107000","1","1","4","1669","5","2006","Attchd","1924","Unf","1","288","Fa","TA","0","NA","TA","No","TA","Unf","0","Unf","0","1093","1093","0","false","NA","0","3-","3-","3-","3-"
"909251170","51","6171","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","South & West of Iowa State University","Norm","Normal","1Fam","1.5Fin","6","6","1925","1990","A (agr)","Gable","CompShg","WdShing","Wd Shng","None","0","BrkTil","GasA","true","SBrkr","1160","448","0","1","7","Typ","1","Gd","Y","147","16","0","0","0","MnPrv","50","WD ","Normal","137450","2","1","3","1608","10","2009","Detchd","1925","Unf","1","216","Fa","TA","0","NA","TA","No","TA","BLQ","264","Unf","0","712","976","0","false","NA","0","3-","3-","2-","1-"
"534477110","80","9600","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1.5Fin","6","8","1950","2005","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","1112","556","0","1","6","Min2","0","NA","Y","0","0","0","0","0","MnPrv","50","WD ","Normal","140000","1","1","3","1668","9","2009","Attchd","1950","Unf","1","271","TA","TA","0","NA","TA","No","TA","BLQ","120","Unf","0","736","856","0","false","NA","0","2-","3-","3-","1-"
"535450310","78","10496","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Adjacent to arterial street","Normal","1Fam","1.5Fin","6","6","1949","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","320","CBlock","GasA","true","SBrkr","1168","678","0","1","7","Typ","1","Gd","Y","0","0","0","0","0","GdWo","50","WD ","Normal","143000","2","0","3","1846","1","2007","Attchd","1949","Unf","1","315","TA","TA","0","NA","TA","Mn","TA","Rec","196","Unf","0","844","1040","0","false","NA","0","3-","3-","3-","1-"
"905478030","60","11409","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","5","4","1949","2008","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","1148","568","0","1","8","Min2","1","Gd","Y","0","0","0","0","160","NA","50","WD ","Normal","131000","1","1","3","1716","1","2009","Attchd","1949","Unf","1","281","TA","TA","0","NA","TA","No","TA","LwQ","292","Unf","0","476","768","0","false","NA","0","3-","3-","3-","2-"
"535381040","60","10410","Pave","Grvl","Regular","Lvl","AllPub","Inside","Gtl","Old Town","Norm","Normal","1Fam","1.5Fin","4","5","1915","1950","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","BrkTil","GasA","true","SBrkr","1313","0","1064","1","8","Min2","1","TA","Y","0","0","432","0","0","NA","50","WD ","Normal","142900","2","0","3","2377","6","2009","Detchd","1954","Unf","2","528","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","1313","1313","0","false","NA","0","3-","3-","2-","3-"
"535455090","60","7200","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1.5Fin","6","5","1954","1954","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","FuseA","854","424","0","1","6","Typ","0","NA","Y","0","0","0","0","0","MnWw","50","WD ","Normal","127500","1","0","4","1278","4","2008","Attchd","1954","Unf","1","240","TA","TA","0","NA","TA","No","TA","Rec","673","Unf","0","181","854","0","false","NA","0","3-","3-","3-","4-"
"909103020","76","11388","Pave","NA","Regular","Low","AllPub","Inside","Mod","Edwards","Norm","Normal","1Fam","1.5Fin","4","7","1910","1993","A (agr)","Gable","CompShg","VinylSd","Wd Sdng","None","0","BrkTil","GasA","false","SBrkr","1055","218","0","1","5","Min2","0","NA","N","212","0","0","0","0","NA","50","WD ","Normal","121000","1","0","3","1273","9","2006","Detchd","1910","Unf","1","275","TA","Fa","0","NA","TA","No","TA","Unf","0","Unf","0","616","616","0","false","NA","0","3-","3-","2-","3-"
"535454070","71","8520","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","North Ames","Adjacent to arterial street","Normal","1Fam","1.5Fin","5","4","1952","1952","A (agr)","Gable","CompShg","BrkFace","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","910","475","0","1","6","Typ","0","NA","Y","0","0","0","0","0","MnPrv","50","WD ","Normal","166000","2","0","4","1385","6","2010","Detchd","2000","Unf","2","720","TA","TA","0","NA","TA","No","TA","Rec","507","Unf","0","403","910","0","false","NA","0","4-","3-","3-","4-"
"903401050","0","9144","Pave","Pave","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Normal","1Fam","1.5Fin","5","5","1940","1982","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","988","517","0","1","8","Typ","0","NA","N","0","0","0","0","0","NA","50","WD ","Normal","145000","1","0","3","1505","7","2008","Detchd","1940","Unf","1","240","TA","TA","0","NA","TA","No","TA","Rec","399","Unf","0","484","883","1","false","NA","0","3-","3-","3-","2-"
"905480030","60","9060","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","6","5","1939","1950","A (agr)","Gable","CompShg","WdShing","Wd Shng","None","0","BrkTil","GasA","true","SBrkr","698","560","0","1","6","Typ","0","NA","P","0","0","0","0","0","MnPrv","50","WD ","Normal","105000","1","0","2","1258","10","2009","Detchd","1939","Unf","1","280","TA","TA","0","NA","TA","Mn","TA","Rec","204","Unf","0","356","560","0","false","NA","0","3-","3-","3-","3-"
"908275090","70","11767","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","2Story","4","7","1910","2000","A (agr)","Gable","CompShg","MetalSd","HdBoard","None","0","CBlock","GasA","false","SBrkr","796","550","0","1","6","Min2","0","NA","Y","168","24","0","0","0","GdWo","50","WD ","Normal","112000","1","1","2","1346","5","2007","Detchd","1950","Unf","1","384","Fa","TA","0","NA","Fa","No","TA","Unf","0","Unf","0","560","560","0","false","NA","0","3-","3-","3-","2-"
"535354130","50","7500","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1.5Fin","6","6","1947","1950","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","FuseA","900","412","0","1","6","Typ","0","NA","Y","0","28","0","0","0","NA","50","WD ","Normal","127000","1","1","3","1312","10","2006","Detchd","1953","Unf","2","649","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","784","784","0","false","NA","0","3-","3-","3-","1-"
"909250030","51","9839","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","South & West of Iowa State University","Adjacent to feeder street","Normal","1Fam","1.5Fin","5","2","1931","1950","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","894","772","0","1","7","Typ","1","Gd","N","0","156","0","0","0","NA","50","WD ","Normal","100000","1","0","3","1666","5","2010","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","1-"
"909276070","80","12400","Pave","NA","Regular","HLS","AllPub","Inside","Mod","Crawford","Norm","Normal","1Fam","1.5Fin","5","6","1940","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","1125","592","0","1","7","Typ","1","Gd","Y","0","0","0","0","113","NA","50","WD ","Normal","194000","1","1","2","1717","2","2006","Attchd","1940","Unf","1","410","TA","TA","0","NA","Gd","Mn","TA","BLQ","602","Unf","0","299","901","0","false","NA","0","3-","3-","3-","3-"
"535380050","60","10930","Pave","Grvl","Regular","Bnk","AllPub","Inside","Gtl","North Ames","Adjacent to arterial street","Normal","1Fam","1.5Fin","5","6","1945","1950","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","FuseA","1048","510","0","1","6","Typ","1","TA","Y","0","0","0","0","0","NA","50","WD ","Normal","140000","1","1","3","1558","4","2008","Attchd","1962","Unf","1","288","TA","TA","0","NA","TA","No","TA","BLQ","580","Unf","0","333","913","1","false","NA","0","3-","3-","3-","3-"
"535454150","60","8064","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Adjacent to arterial street","Normal","1Fam","1.5Fin","6","6","1948","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","819","501","0","1","5","Typ","0","NA","Y","108","0","0","0","0","GdWo","50","WD ","Normal","138000","2","0","3","1320","9","2008","Detchd","1994","Unf","2","576","TA","TA","0","NA","TA","No","TA","ALQ","315","Unf","0","453","768","0","false","NA","0","3-","3-","3-","1-"
"533130170","85","10678","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Normal","1Fam","1.5Fin","8","5","1992","2000","A (agr)","Hip","CompShg","HdBoard","HdBoard","BrkFace","337","PConc","GasA","true","SBrkr","2129","743","0","1","9","Typ","1","TA","Y","0","33","0","0","0","NA","50","WD ","Normal","285000","2","1","4","2872","4","2007","Attchd","1992","Fin","2","541","TA","TA","0","NA","Gd","No","TA","GLQ","700","Unf","0","983","1683","0","false","NA","0","3-","2-","2-","1-"
"903202120","65","6435","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Brookside","RRAn","Normal","1Fam","1.5Fin","6","5","1939","1950","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","BrkTil","GasA","true","SBrkr","972","605","0","1","6","Typ","1","Gd","Y","0","0","0","0","0","NA","50","WD ","Normal","140200","1","0","3","1577","10","2006","Detchd","1939","Unf","1","312","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","972","972","0","false","NA","0","3-","3-","4-","2-"
"905452110","50","9350","Pave","NA","Regular","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","4","6","1947","1979","A (agr)","Gable","CompShg","WdShing","Wd Shng","None","0","CBlock","GasA","true","SBrkr","1169","0","362","1","8","Typ","1","TA","Y","0","0","0","0","0","MnPrv","50","WD ","Normal","127000","1","0","3","1531","6","2010","Detchd","1947","Unf","1","209","Fa","TA","0","NA","TA","No","Fa","LwQ","192","Unf","0","564","756","0","false","NA","0","3-","3-","3-","1-"
"909277040","0","11700","Pave","Grvl","Slightly irregular","HLS","AllPub","Inside","Mod","Crawford","Norm","Normal","1Fam","1.5Fin","5","6","1937","1995","A (agr)","Gable","CompShg","WdShing","Wd Shng","None","0","CBlock","GasA","true","SBrkr","1265","673","0","1","7","Min2","1","Gd","Y","0","40","0","0","0","NA","50","WD ","Normal","198000","2","0","4","1938","7","2008","Detchd","1937","Unf","1","240","TA","TA","0","NA","TA","No","TA","BLQ","606","Unf","0","336","942","0","false","NA","0","3-","3-","2-","1-"
"906200230","104","23920","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer West","Adjacent to feeder street","Normal","1Fam","1.5Fin","6","5","1984","1984","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","1105","717","0","1","7","Min2","1","Po","P","0","195","1012","0","0","NA","50","WD ","Normal","228500","2","0","4","1822","4","2007","Attchd","1984","Unf","2","515","TA","TA","444","TA","TA","No","TA","Unf","0","Unf","0","1105","1105","0","false","NA","0","3-","3-","2-","1-"
"924100050","68","10544","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Mod","Mitchell","Norm","Normal","1Fam","1.5Fin","5","5","1969","1969","A (agr)","Gable","CompShg","HdBoard","HdBoard","None","0","CBlock","GasA","true","SBrkr","864","615","0","1","8","Typ","0","NA","Y","287","0","280","0","0","NA","50","WD ","Normal","161000","2","0","5","1479","4","2010","Attchd","1969","Fin","1","275","TA","TA","0","NA","TA","Av","TA","BLQ","476","Unf","0","388","864","0","false","NA","0","3-","3-","3-","3-"
"535375160","45","7506","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Old Town","Norm","Normal","1Fam","1.5Fin","5","8","1925","1950","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","747","412","0","1","5","Typ","0","NA","N","84","0","96","0","0","NA","50","WD ","Normal","114000","1","0","3","1159","5","2008","Detchd","1932","Unf","1","288","Fa","TA","0","NA","TA","No","TA","Unf","0","Unf","0","747","747","0","false","NA","0","2-","3-","3-","3-"
"535450180","60","10800","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1.5Fin","4","4","1949","1950","A (agr)","Gable","CompShg","AsbShng","AsbShng","None","0","CBlock","GasA","false","FuseA","720","472","0","1","6","Typ","0","NA","Y","0","0","0","0","0","NA","50","WD ","Abnorml","135000","1","1","4","1192","12","2006","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","3-"
"909256060","51","10480","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","South & West of Iowa State University","Norm","Normal","1Fam","1.5Fin","6","5","1936","1950","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","BrkTil","GasA","true","FuseA","1166","0","473","1","6","Maj2","0","NA","Y","0","0","0","0","0","NA","50","WD ","Normal","115000","1","0","3","1639","3","2008","Detchd","1936","Unf","1","240","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","1064","1064","0","false","NA","0","3-","3-","3-","1-"
"905478220","60","11100","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","5","6","1951","1994","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","PConc","GasA","false","SBrkr","1080","400","0","1","7","Typ","1","Gd","Y","0","0","68","0","0","NA","50","WD ","Normal","136500","1","0","4","1480","7","2007","Attchd","1951","Unf","1","253","TA","TA","0","NA","TA","Mn","TA","LwQ","1080","Unf","0","0","1080","1","false","NA","0","3-","3-","3-","3-"
"903400180","64","13053","Pave","Pave","Regular","Bnk","AllPub","Inside","Gtl","Brookside","Norm","Normal","1Fam","1.5Fin","6","7","1923","2000","A (agr)","Gambrel","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasA","true","SBrkr","1053","795","0","1","8","Typ","1","Gd","N","0","0","0","0","220","NA","50","WD ","Normal","207000","1","1","4","1848","6","2008","Detchd","1922","Unf","2","370","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","833","833","0","false","NA","0","3-","3-","2-","2-"
"916403290","44","13758","Pave","NA","Slightly irregular","Lvl","AllPub","CulDSac","Gtl","Timberland","Norm","Normal","1Fam","1.5Fin","7","5","1990","1991","A (agr)","Gable","CompShg","HdBoard","HdBoard","BrkFace","117","CBlock","GasA","true","SBrkr","1187","530","0","1","7","Typ","1","TA","Y","168","36","0","0","0","NA","50","WD ","Normal","187500","2","1","3","1717","4","2007","Attchd","1990","RFn","2","400","TA","TA","0","NA","Gd","Mn","TA","LwQ","902","Unf","0","254","1156","0","false","NA","0","2-","2-","2-","1-"
"535353160","60","14190","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Old Town","Adjacent to arterial street","Normal","1Fam","1.5Fin","4","7","1890","2006","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","1000","544","0","1","7","Typ","0","NA","N","231","0","0","0","0","NA","50","WD ","Normal","138000","2","0","3","1544","4","2007","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","2-","2-","3-","2-"
"903201080","55","7264","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Normal","1Fam","1.5Fin","7","7","1925","2007","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasW","false","SBrkr","952","596","0","1","5","Typ","0","NA","Y","74","0","0","0","144","NA","50","WD ","Normal","205000","2","1","3","1548","10","2009","Detchd","1978","Unf","2","672","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","952","952","0","false","NA","0","2-","2-","1-","2-"
"909253180","52","6292","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","South & West of Iowa State University","Norm","Normal","1Fam","1.5Fin","7","7","1928","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasA","true","SBrkr","877","600","0","1","6","Typ","1","Gd","Y","0","50","0","0","0","NA","50","WD ","Normal","145000","2","0","3","1477","8","2009","Detchd","1928","Unf","1","216","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","861","861","0","true","NA","0","3-","3-","3-","2-"
"909101080","45","8248","Pave","Grvl","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","4","4","1922","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasA","false","SBrkr","964","0","450","1","8","Typ","1","Gd","N","0","0","112","0","0","NA","50","COD","Abnorml","83000","1","0","3","1414","9","2006","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","3-"
"905378040","124","18600","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","3","4","1938","1990","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","FuseA","1052","558","0","1","8","Typ","1","Gd","Y","0","0","60","0","0","NA","50","WD ","Normal","124000","2","0","4","1610","6","2010","Attchd","1938","RFn","1","480","TA","TA","0","NA","TA","Mn","TA","BLQ","288","LwQ","684","0","972","0","true","Shed","450","3-","3-","4-","3-"
"908227010","72","7822","Pave","NA","Regular","Bnk","AllPub","Corner","Gtl","Edwards","Adjacent to arterial street","Normal","1Fam","1.5Fin","6","3","1915","1950","A (agr)","Gable","CompShg","AsbShng","AsbShng","None","0","BrkTil","GasA","true","FuseF","846","492","0","1","7","Typ","0","NA","N","0","0","208","0","0","GdPrv","50","WD ","AdjLand","92000","2","0","3","1338","5","2006","Detchd","1974","Unf","2","528","TA","TA","0","NA","Fa","No","Fa","Unf","0","Unf","0","832","832","0","false","NA","0","4-","3-","3-","3-"
"535402220","77","9786","Pave","NA","Slightly irregular","Bnk","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1.5Fin","6","7","1962","1981","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","1085","649","0","1","7","Typ","1","Gd","Y","0","0","0","0","128","GdPrv","50","WD ","Normal","159000","1","1","3","1734","6","2006","Attchd","1962","RFn","2","440","TA","TA","0","NA","TA","No","TA","Rec","600","Unf","0","312","912","0","false","NA","0","3-","3-","2-","3-"
"534152070","0","18837","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Northwest Ames","Norm","Normal","1Fam","1.5Fin","6","5","1978","1978","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","PConc","GasA","true","SBrkr","1287","604","0","1","7","Typ","1","TA","Y","0","69","0","0","0","NA","50","WD ","Normal","212500","3","0","3","1891","4","2010","Attchd","1978","RFn","2","678","TA","TA","0","NA","Gd","Mn","TA","ALQ","687","LwQ","46","491","1224","0","true","NA","0","3-","3-","3-","3-"
"903206070","0","7010","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Normal","1Fam","1.5Fin","5","5","1935","1950","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","BrkTil","GasA","true","SBrkr","1144","594","0","1","6","Typ","1","Gd","P","0","30","0","0","0","NA","50","WD ","Normal","153000","2","0","3","1738","7","2008","Detchd","1950","Unf","1","240","TA","TA","0","NA","TA","No","TA","Rec","175","Unf","0","849","1024","0","false","NA","0","3-","3-","3-","3-"
"905200280","0","13650","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Normal","1Fam","1.5Fin","5","5","1958","1958","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","1252","668","0","1","8","Typ","1","Gd","Y","0","0","0","0","0","NA","50","WD ","Normal","172500","2","0","4","1920","7","2006","Attchd","1958","Unf","2","451","TA","TA","0","NA","TA","No","TA","ALQ","57","BLQ","441","554","1052","1","false","NA","0","2-","2-","2-","1-"
"908275280","59","16466","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Normal","1Fam","1.5Fin","5","7","1955","1955","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","PConc","GasA","true","SBrkr","872","521","0","1","8","Typ","0","NA","Y","121","0","0","0","265","NA","50","WD ","Normal","135500","1","1","3","1393","4","2008","Attchd","1955","Unf","1","300","TA","TA","0","NA","TA","No","TA","Unf","0","Unf","0","816","816","0","false","NA","0","2-","3-","3-","3-"
